"sc-rbbb40-0","sc-rbbb40-0 2","sc-rbbb40-0 3","sc-1hez2tp-0","sc-1hez2tp-0 2","sc-rbbb40-0 4","sc-s1isp7-5 src","sc-s1isp7-5 src 2","sc-s1isp7-5 src 3","sc-1hez2tp-0 3","sc-s1isp7-5 src 4","sc-1hez2tp-0 4","sc-s1isp7-5 src 5","sc-1hez2tp-0 5","sc-s1isp7-5 src 6","sc-1hez2tp-0 6","sc-s1isp7-5 src 7","sc-1hez2tp-0 7","sc-s1isp7-5 src 8","sc-1hez2tp-0 8","sc-s1isp7-5 src 9","sc-1hez2tp-0 9","sc-s1isp7-5 src 10","sc-1hez2tp-0 10","sc-s1isp7-5 src 11","sc-1hez2tp-0 11","sc-s1isp7-5 src 12","sc-1hez2tp-0 12","sc-1hp8d8a-0","sc-1q7bklc-1","sc-1hp8d8a-0 2","sc-1q7bklc-1 2","sc-1hez2tp-0 13","sc-1hez2tp-0 14","sc-s1isp7-5 src 13","sc-s1isp7-5 src 14","sc-s1isp7-5 src 15","sc-1hez2tp-0 15","sc-1hez2tp-0 16","sc-1hp8d8a-0 3","sc-1q7bklc-1 3","sc-1hez2tp-0 17","sc-1hez2tp-0 18","sc-s1isp7-5 src 16","sc-1hez2tp-0 19","sc-s1isp7-5 src 17","sc-1hez2tp-0 20","sc-s1isp7-5 src 18","sc-1hez2tp-0 21","sc-s1isp7-5 src 19","sc-s1isp7-5 src 20","sc-s1isp7-5 src 21","sc-jGFFOr href","sc-jGFFOr href 2","sc-jGFFOr href 3"
"star-fill","star-fill","star-fill","50% OFF up to 100","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","","","Chinese, North Indian, Fast Food, Sichuan","","₹100 for one","","","","","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","Currently not accepting orders","","North Indian, South Indian, Chinese","","₹100 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","","Follows all Max Safety measures to ensure your food is safe","For Stomach","4.1","Bay View","4.1","Temporarily closed for dining, will be back soon!","","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","Opens at 6:45pm","Nityanand","4.2","Chinese, North Indian, Maharashtrian, Fast Food, Sichuan","₹100 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","600+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","600+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/for-stomach-malad-west/order","https://www.zomato.com/mumbai/bay-view-borivali-west/order","https://www.zomato.com/mumbai/nityanand-kandivali-west/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","","","North Indian, Chinese, Continental, Italian, Mughlai, Sichuan","","₹100 for one","","Temporarily closed for dining, will be back soon!","","","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","","https://www.zomato.com/mumbai/kandivali-west-restaurants","North Indian, BBQ","","₹100 for one","","50% OFF up to 100","","100+ orders placed from here recently","Pride","-","Tandoor","3.7","","","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","Opens at 5pm","Eggsplore","3.7","Street Food, Fast Food, North Indian, Beverages","₹100 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","Restaurant partner follows WHO protocol","","","","","","","","https://www.zomato.com/mumbai/pride-malad-west/order","https://www.zomato.com/mumbai/tandoor-malad-west/order","https://www.zomato.com/mumbai/eggsplore-1-borivali-west/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","Currently not accepting orders","","https://www.zomato.com/mumbai/kandivali-west-restaurants","","","Ice Cream, Desserts, Fast Food, Chinese, Beverages","","₹100 for one","","Opening hours not available","","","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","","","Chinese, Asian, Thai, Seafood, Sichuan","","₹100 for one","","50% OFF up to 100","","Restaurant partner follows WHO protocol","Flavour Stones","3.7","Chow Me Up","3.8","","","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","Opens at 4pm","Swiss Waffle","4.1","Desserts","₹100 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","300+ orders placed from here recently","","","","","","","","https://www.zomato.com/mumbai/flavour-stones-2-borivali-west/order","https://www.zomato.com/mumbai/chow-me-up-malad-west/order","https://www.zomato.com/mumbai/swiss-waffle-1-kandivali-west/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","Currently not accepting orders","","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","Fast Food, Sandwich","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹100 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","1025+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","1025+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/kandivali-west-restaurants","","https://www.zomato.com/mumbai/kandivali-west-restaurants","Ice Cream, Desserts","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹100 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","725+ orders placed from here recently","Gupta Snacks","3.7","Pooja Malai Gola","4.1","Follows all Max Safety measures to ensure your food is safe","725+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","Opens at 5pm","Al Shawarma","4.1","Lebanese, North Indian","₹200 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","2175+ orders placed from here recently","","","","","","","","https://www.zomato.com/mumbai/gupta-snacks-1-kandivali-west/order","https://www.zomato.com/mumbai/pooja-malai-gola-kandivali-west/order","https://www.zomato.com/mumbai/al-shawarma-kandivali-west/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","Currently not accepting orders","","https://www.zomato.com/mumbai/kandivali-west-restaurants","","","Sandwich, Fast Food","","₹200 for one","","","","","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","Currently not accepting orders","","Bakery, Desserts","","₹200 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","","Follows all Max Safety measures to ensure your food is safe","Shyam Sandwich","3.9","Red Fort Cake & Bake","4.0","","","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","Opens at 4pm","Waffle Adda","4.4","Desserts, Waffle","₹200 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","725+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","725+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/shyam-sandwich-2-kandivali-west/order","https://www.zomato.com/mumbai/red-fort-cake-bake-kandivali-west/order","https://www.zomato.com/mumbai/waffle-adda-1-kandivali-west/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","Currently not accepting orders","","https://www.zomato.com/mumbai/kandivali-west-restaurants","","","South Indian, Sandwich, Italian, Pizza","","₹200 for one","","Restaurant partner follows WHO protocol","","","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/kandivali-west-restaurants","","","North Indian, Biryani, Kebab, Mughlai, Rolls","","₹200 for one","","225+ orders placed from here recently","Baba Food Inn","3.9","Curry Me Up","4.0","Opening hours not available","","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","Opens at 4pm","Gupta Bhelpuri Center","3.9","Fast Food, Italian, Sandwich, Pizza","₹200 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","1800+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","1800+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/baba-food-inn-borivali-west/order","https://www.zomato.com/curry-me-up-1/order","https://www.zomato.com/mumbai/gupta-bhelpuri-center-kandivali-west/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","Opens at 4:45pm","","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","","Lebanese","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹200 for one","","50+ orders placed from here recently","","Restaurant partner follows WHO protocol","","50+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","North Indian, Mughlai, Chinese, Biryani, Seafood, Sichuan","","₹200 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","Restaurant partner follows WHO protocol","Lebanese King Shawarma","3.6","Alif Laam Mim","3.5","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","Opens at 6:45pm","Zero Gravity","3.8","Chinese, Fast Food, Sichuan","₹200 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","Restaurant partner follows WHO protocol","","","","","","","","https://www.zomato.com/mumbai/lebanese-king-shawarma-kandivali-west/order","https://www.zomato.com/mumbai/alif-laam-mim-malad-west/order","https://www.zomato.com/mumbai/zero-gravity-1-kandivali-west/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","Currently not accepting orders","","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","North Indian, Chinese, South Indian, Fast Food, Beverages, Sichuan","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","2075+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","2075+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","","","Fast Food, Desserts","","₹200 for one","","50% OFF up to 100","","","The Spice Of Mumbai","3.1","VK4 Your Snacks","3.6","Opens at 9pm","Opens at 5:30pm","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","","Royal Dish Food Corner","4.0","Fast Food","₹150 for one","","","","","","","","","","https://www.zomato.com/mumbai/the-spice-of-mumbai-malad-west/order","https://www.zomato.com/mumbai/vk4-your-snacks-kandivali-west/order","https://www.zomato.com/mumbai/royal-dish-food-corner-malad-east/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","","","Shawarma, Fast Food, Sichuan","","₹150 for one","","","","","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","","https://www.zomato.com/mumbai/kandivali-west-restaurants","Fast Food, Street Food, North Indian","","₹150 for one","","50% OFF up to 100","","1350+ orders placed from here recently","Tandoor Tadka Shawarma","-","Kikoo's All Time Food","4.3","Opens at 5pm","","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","Opens at 7pm","Shreejii  Kulfi & Faloodas","4.3","Desserts","₹150 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","900+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/kandivali-west-restaurants","900+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/tandoor-tadka-shawarma-borivali-west/order","https://www.zomato.com/mumbai/kikoos-all-time-food-kandivali-west/order","https://www.zomato.com/mumbai/shreejii-kulfi-faloodas-kandivali-west/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","Opens at 5pm","","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","North Indian, Biryani, Fast Food, Beverages, Street Food, Shake","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹150 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","100+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","100+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","","","","North Indian, Fast Food, Beverages","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹150 for one","","Follows all Max Safety measures to ensure your food is safe","Eat Unique","3.9","Desi Videsi - An Indo Continental Food Joint","4.0","","","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","Opens tomorrow at 8am","The Kitchen Story","-","Momos","₹150 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","Restaurant partner follows WHO protocol","","","","","","","","https://www.zomato.com/mumbai/eat-unique-1-kandivali-west/order","https://www.zomato.com/mumbai/desi-videsi-an-indo-continental-food-joint-malad-west/order","https://www.zomato.com/mumbai/the-kitchen-story-kandivali-west/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","Opens at 6pm","","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","","Chinese, Fast Food, Sichuan","","₹150 for one","","","","","","","","","","Chinese, Fast Food, Beverages, Shake","","₹150 for one","","50% OFF up to 100","","","Rahul Chinese Fast Food","-","Hungry Puppets","-","Opens at 5:30pm","Opens at 6pm","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","","Agrawal's Kitchen","-","Healthy Food, North Indian","₹150 for one","","","","","","","","","","https://www.zomato.com/mumbai/rahul-chinese-fast-food-kandivali-west/order","https://www.zomato.com/mumbai/hungry-puppets-kandivali-east/order","https://www.zomato.com/mumbai/agrawals-kitchen-kandivali-west/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","","","Chinese, Street Food, Sichuan","","₹150 for one","","Temporarily closed for dining, will be back soon!","","","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","","","Beverages, Desserts","","₹150 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","","Follows all Max Safety measures to ensure your food is safe","Myazik Food Center","4.0","Taste Of Malai Gola","-","Temporarily closed for dining, will be back soon!","","","","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","Opens at 6pm","Locals Eatery & More","4.1","Continental, Fast Food, Lebanese, Italian, Beverages, Shake","₹250 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","125+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/kandivali-west-restaurants","125+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/myazik-food-center-kandivali-west/order","https://www.zomato.com/mumbai/taste-of-malai-gola-malad-west/order","https://www.zomato.com/mumbai/locals-eatery-more-1-kandivali-west/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","Temporarily closed for dining, will be back soon!","","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","","Lebanese, Italian, Burger, Sandwich, Rolls, Beverages, Shake","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹250 for one","","75+ orders placed from here recently","","Restaurant partner follows WHO protocol","","75+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","","","Chinese, Sichuan","https://www.zomato.com/mumbai/kandivali-west-restaurants","₹250 for one","","50% OFF up to 100","https://www.zomato.com/mumbai/kandivali-west-restaurants","","Sauce & Grills","-","Raju Chinese","3.5","Opens tomorrow at 12midnight","","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","50% OFF up to 100","","Shirke's Momos","4.1","Momos","₹250 for one","https://www.zomato.com/mumbai/kandivali-west-restaurants","175+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/kandivali-west-restaurants","175+ orders placed from here recently","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/kandivali-west-restaurants","https://www.zomato.com/mumbai/sauce-grills-kandivali-west/order","https://www.zomato.com/mumbai/raju-chinese-malad-west/order","https://www.zomato.com/mumbai/shirkes-momos-kandivali-west/order"
